pct.rtd	SCM	num.SCMs	log.rem	wet.exceedances	dry.exceedances	GM.exceedances	mass.load	
57	0	BR-noinf	5000	1	19.33333333	151.1111111	0	NA
58	0	BR-noinf	5000	1.5	19.33333333	151.1111111	0	NA
59	0	BR-noinf	5000	2	19.33333333	151.1111111	0	NA
60	0	BR-noinf	5000	3	19.33333333	151.1111111	0	NA
61	0	BR-noinf	7500	-0.5	19.33333333	151.1111111	0	NA
62	0	BR-noinf	7500	-0.25	19.33333333	151.1111111	0	NA
63	0	BR-noinf	7500	0	19.33333333	151.1111111	0	NA
64	0	BR-noinf	7500	0.25	19.33333333	151.1111111	0	NA
65	0	BR-noinf	7500	0.5	19.33333333	151.1111111	0	NA
66	0	BR-noinf	7500	0.75	19.33333333	151.1111111	0	NA
67	0	BR-noinf	7500	1	19.33333333	151.1111111	0	NA
68	0	BR-noinf	7500	1.5	19.33333333	151.1111111	0	NA
69	0	BR-noinf	7500	2	19.33333333	151.1111111	0	NA
70	0	BR-noinf	7500	3	19.33333333	151.1111111	0	NA
71	0	BR-noinf	10000	-0.5	19.33333333	151.1111111	0	NA
72	0	BR-noinf	10000	-0.25	19.33333333	151.1111111	0	NA
73	0	BR-noinf	10000	0	19.33333333	151.1111111	0	NA
74	0	BR-noinf	10000	0.25	19.33333333	151.1111111	0	NA
75	0	BR-noinf	10000	0.5	19.33333333	151.1111111	0	NA
76	0	BR-noinf	10000	0.75	19.33333333	151.1111111	0	NA
77	0	BR-noinf	10000	1	19.33333333	151.1111111	0	NA
78	0	BR-noinf	10000	1.5	19.33333333	151.1111111	0	NA
79	0	BR-noinf	10000	2	19.33333333	151.1111111	0	NA
80	0	BR-noinf	10000	3	19.33333333	151.1111111	0	NA
81	0	BR-noinf	25000	-0.5	19.33333333	151.1111111	0	NA
82	0	BR-noinf	25000	-0.25	19.33333333	151.1111111	0	NA
83	0	BR-noinf	25000	0	19.33333333	151.1111111	0	NA
84	0	BR-noinf	25000	0.25	19.33333333	151.1111111	0	NA
85	0	BR-noinf	25000	0.5	19.33333333	151.1111111	0	NA
86	0	BR-noinf	25000	0.75	19.33333333	151.1111111	0	NA
87	0	BR-noinf	25000	1	19.33333333	151.1111111	0	NA
88	0	BR-noinf	25000	1.5	19.33333333	151.1111111	0	NA
89	0	BR-noinf	25000	2	19.33333333	151.1111111	0	NA
90	0	BR-noinf	25000	3	19.33333333	151.1111111	0	NA
91	0	BR-noinf	50000	-0.5	19.33333333	151.1111111	0	NA
92	0	BR-noinf	50000	-0.25	19.33333333	151.1111111	0	NA
93	0	BR-noinf	50000	0	19.33333333	151.1111111	0	NA
94	0	BR-noinf	50000	0.25	19.33333333	151.1111111	0	NA
95	0	BR-noinf	50000	0.5	19.33333333	151.1111111	0	NA
96	0	BR-noinf	50000	0.75	19.33333333	151.1111111	0	NA
97	0	BR-noinf	50000	1	19.33333333	151.1111111	0	NA
98	0	BR-noinf	50000	1.5	19.33333333	151.1111111	0	NA
99	0	BR-noinf	50000	2	19.33333333	151.1111111	0	NA
100	0	BR-noinf	50000	3	19.33333333	151.1111111	0	NA
101	0	BR-noinf	75000	-0.5	19.33333333	151.1111111	0	NA
102	0	BR-noinf	75000	-0.25	19.33333333	151.1111111	0	NA
103	0	BR-noinf	75000	0	19.33333333	151.1111111	0	NA
104	0	BR-noinf	75000	0.25	19.33333333	151.1111111	0	NA
105	0	BR-noinf	75000	0.5	19.33333333	151.1111111	0	NA
106	0	BR-noinf	75000	0.75	19.33333333	151.1111111	0	NA
107	0	BR-noinf	75000	1	19.33333333	151.1111111	0	NA
108	0	BR-noinf	75000	1.5	19.33333333	151.1111111	0	NA
109	0	BR-noinf	75000	2	19.33333333	151.1111111	0	NA
110	0	BR-noinf	75000	3	19.33333333	151.1111111	0	NA
111	0	BR-noinf	1.00E+05	-0.5	19.33333333	151.1111111	0	NA
112	0	BR-noinf	1.00E+05	-0.25	19.33333333	151.1111111	0	NA
113	0	BR-noinf	1.00E+05	0	19.33333333	151.1111111	0	NA
114	0	BR-noinf	1.00E+05	0.25	19.33333333	151.1111111	0	NA
115	0	BR-noinf	1.00E+05	0.5	19.33333333	151.1111111	0	NA
116	0	BR-noinf	1.00E+05	0.75	19.33333333	151.1111111	0	NA
117	0	BR-noinf	1.00E+05	1	19.33333333	151.1111111	0	NA
118	0	BR-noinf	1.00E+05	1.5	19.33333333	151.1111111	0	NA
119	0	BR-noinf	1.00E+05	2	19.33333333	151.1111111	0	NA
120	0	BR-noinf	1.00E+05	3	19.33333333	151.1111111	0	NA
121	100	BR-noinf	0	-0.5	29.11111111	152.8888889	939	4.10E+22
122	100	BR-noinf	0	-0.25	29.11111111	152.8888889	939	4.10E+22
123	100	BR-noinf	0	0	29.11111111	152.8888889	939	4.10E+22
124	100	BR-noinf	0	0.25	29.11111111	152.8888889	939	4.10E+22
125	100	BR-noinf	0	0.5	29.11111111	152.8888889	939	4.10E+22
126	100	BR-noinf	0	0.75	29.11111111	152.8888889	939	4.10E+22
127	100	BR-noinf	0	1	29.11111111	152.8888889	939	4.10E+22
128	100	BR-noinf	0	1.5	29.11111111	152.8888889	939	4.10E+22
129	100	BR-noinf	0	2	29.11111111	152.8888889	939	4.10E+22
130	100	BR-noinf	0	3	29.11111111	152.8888889	939	4.10E+22
131	100	BR-noinf	100	-0.5	43.5	173.0555556	939	4.18E+22
132	100	BR-noinf	100	-0.25	42.44444444	165.5	939	4.13E+22
133	100	BR-noinf	100	0	41.61111111	158.2222222	939	4.10E+22
134	100	BR-noinf	100	0.25	41.16666667	152	939	4.09E+22
135	100	BR-noinf	100	0.5	40.88888889	147.2777778	939	4.08E+22
136	100	BR-noinf	100	0.75	40.61111111	141.7777778	939	4.07E+22
137	100	BR-noinf	100	1	40.38888889	137.5555556	939	4.07E+22
138	100	BR-noinf	100	1.5	39.77777778	130.9444444	939	4.07E+22
139	100	BR-noinf	100	2	39.11111111	125.4444444	939	4.07E+22
140	100	BR-noinf	100	3	36.77777778	116.6111111	939	4.07E+22
141	100	BR-noinf	500	-0.5	47.44444444	178.7777778	795	4.66E+22
142	100	BR-noinf	500	-0.25	46	168.8888889	795	4.30E+22
143	100	BR-noinf	500	0	45.05555556	158.5	795	4.10E+22
144	100	BR-noinf	500	0.25	44.66666667	148.3888889	795	3.99E+22
145	100	BR-noinf	500	0.5	44.05555556	138.4444444	795	3.93E+22
146	100	BR-noinf	500	0.75	43.05555556	127.9444444	795	3.89E+22
147	100	BR-noinf	500	1	42.38888889	118.5555556	795	3.87E+22
148	100	BR-noinf	500	1.5	40.22222222	100.2777778	795	3.85E+22
149	100	BR-noinf	500	2	38.05555556	82.55555556	795	3.85E+22
150	100	BR-noinf	500	3	32.16666667	54.94444444	569	3.85E+22
151	100	BR-noinf	1000	-0.5	45.38888889	176.2222222	795	4.99E+22
152	100	BR-noinf	1000	-0.25	43.72222222	166	795	4.42E+22
153	100	BR-noinf	1000	0	42.5	155.1111111	795	4.10E+22
154	100	BR-noinf	1000	0.25	41.55555556	144.7222222	795	3.92E+22
155	100	BR-noinf	1000	0.5	40.83333333	134.2777778	795	3.82E+22
156	100	BR-noinf	1000	0.75	39.61111111	123.0555556	795	3.76E+22
157	100	BR-noinf	1000	1	38.55555556	113.2777778	795	3.73E+22
158	100	BR-noinf	1000	1.5	35.77777778	94	795	3.70E+22
159	100	BR-noinf	1000	2	32.72222222	74.94444444	795	3.70E+22
160	100	BR-noinf	1000	3	26.77777778	45.77777778	305	3.69E+22
161	100	BR-noinf	2500	-0.5	43.27777778	174.7222222	795	5.64E+22
162	100	BR-noinf	2500	-0.25	41.27777778	164.2222222	795	4.66E+22
163	100	BR-noinf	2500	0	39.61111111	153.2777778	795	4.10E+22
164	100	BR-noinf	2500	0.25	38.38888889	142.8333333	795	3.79E+22
165	100	BR-noinf	2500	0.5	37.38888889	132.2777778	795	3.62E+22
166	100	BR-noinf	2500	0.75	35.94444444	120.7222222	795	3.52E+22
167	100	BR-noinf	2500	1	34.38888889	110.9444444	795	3.46E+22
168	100	BR-noinf	2500	1.5	31.33333333	91.38888889	795	3.42E+22
169	100	BR-noinf	2500	2	27.77777778	72.44444444	795	3.40E+22
170	100	BR-noinf	2500	3	20.88888889	43.33333333	27	3.39E+22
171	100	BR-noinf	5000	-0.5	41.27777778	174.2222222	794	6.78E+22
172	100	BR-noinf	5000	-0.25	39.11111111	163.8333333	794	5.07E+22
173	100	BR-noinf	5000	0	37.38888889	152.8888889	794	4.10E+22
174	100	BR-noinf	5000	0.25	35.94444444	142.5555556	794	3.56E+22
175	100	BR-noinf	5000	0.5	34.77777778	132.0555556	794	3.26E+22
176	100	BR-noinf	5000	0.75	33.05555556	120.4444444	794	3.08E+22
177	100	BR-noinf	5000	1	31.44444444	110.6666667	794	2.99E+22
178	100	BR-noinf	5000	1.5	28.05555556	91.05555556	794	2.90E+22
179	100	BR-noinf	5000	2	24.16666667	72.16666667	794	2.88E+22
180	100	BR-noinf	5000	3	17.72222222	43.22222222	0	2.87E+22
181	100	BR-noinf	7500	-0.5	39.72222222	174	794	7.89E+22
182	100	BR-noinf	7500	-0.25	37.66666667	163.6111111	794	5.47E+22
183	100	BR-noinf	7500	0	35.77777778	152.6666667	794	4.10E+22
184	100	BR-noinf	7500	0.25	34.22222222	142.3888889	794	3.34E+22
185	100	BR-noinf	7500	0.5	32.83333333	131.8888889	794	2.91E+22
186	100	BR-noinf	7500	0.75	30.72222222	120.2777778	794	2.66E+22
187	100	BR-noinf	7500	1	29.22222222	110.5	794	2.53E+22
188	100	BR-noinf	7500	1.5	25.72222222	90.88888889	794	2.41E+22
189	100	BR-noinf	7500	2	22.27777778	72	794	2.37E+22
190	100	BR-noinf	7500	3	15.83333333	43.16666667	0	2.35E+22
191	100	BR-noinf	10000	-0.5	38.72222222	173.8888889	793	8.98E+22
192	100	BR-noinf	10000	-0.25	36.61111111	163.5	793	5.86E+22
193	100	BR-noinf	10000	0	34.66666667	152.5555556	793	4.10E+22
194	100	BR-noinf	10000	0.25	33.05555556	142.2777778	793	3.12E+22
195	100	BR-noinf	10000	0.5	31.61111111	131.7777778	793	2.56E+22
196	100	BR-noinf	10000	0.75	29.61111111	120.1666667	793	2.25E+22
197	100	BR-noinf	10000	1	28.27777778	110.3888889	793	2.07E+22
198	100	BR-noinf	10000	1.5	24.66666667	90.77777778	793	1.92E+22
199	100	BR-noinf	10000	2	20.94444444	71.94444444	793	1.87E+22
200	100	BR-noinf	10000	3	14.94444444	43.11111111	0	1.85E+22
201	100	BR-noinf	25000	-0.5	36.66666667	173.0555556	791	1.30E+23
202	100	BR-noinf	25000	-0.25	34.38888889	162.7222222	791	7.29E+22
203	100	BR-noinf	25000	0	32.22222222	151.7777778	791	4.10E+22
204	100	BR-noinf	25000	0.25	30.44444444	141.5555556	791	2.31E+22
205	100	BR-noinf	25000	0.5	28.88888889	131.1111111	791	1.30E+22
206	100	BR-noinf	25000	0.75	26.94444444	119.5555556	791	7.32E+21
207	100	BR-noinf	25000	1	25.66666667	109.7777778	791	4.12E+21
208	100	BR-noinf	25000	1.5	22.44444444	90.33333333	791	1.32E+21
209	100	BR-noinf	25000	2	18.83333333	71.77777778	791	4.33E+20
210	100	BR-noinf	25000	3	13.44444444	43	0	6.39772E+19
211	100	BR-noinf	50000	-0.5	36.16666667	173	790	1.30E+23
212	100	BR-noinf	50000	-0.25	33.88888889	162.6666667	790	7.30E+22
213	100	BR-noinf	50000	0	31.61111111	151.7222222	790	4.10E+22
214	100	BR-noinf	50000	0.25	29.77777778	141.5	790	2.31E+22
215	100	BR-noinf	50000	0.5	28.22222222	131.0555556	790	1.30E+22
216	100	BR-noinf	50000	0.75	26.22222222	119.5	790	7.30E+21
217	100	BR-noinf	50000	1	25	109.7222222	790	4.10E+21
218	100	BR-noinf	50000	1.5	21.77777778	90.27777778	790	1.30E+21
219	100	BR-noinf	50000	2	18.27777778	71.72222222	790	4.11E+20
220	100	BR-noinf	50000	3	12.88888889	43	0	4.13904E+19
221	100	BR-noinf	75000	-0.5	35.88888889	173	789	1.30E+23
222	100	BR-noinf	75000	-0.25	33.72222222	162.6666667	789	7.30E+22
223	100	BR-noinf	75000	0	31.44444444	151.7222222	789	4.10E+22
224	100	BR-noinf	75000	0.25	29.55555556	141.5	789	2.31E+22
225	100	BR-noinf	75000	0.5	28.11111111	131.0555556	789	1.30E+22
226	100	BR-noinf	75000	0.75	26.11111111	119.5	789	7.30E+21
227	100	BR-noinf	75000	1	24.88888889	109.7222222	789	4.10E+21
228	100	BR-noinf	75000	1.5	21.66666667	90.27777778	789	1.30E+21
229	100	BR-noinf	75000	2	18.16666667	71.72222222	789	4.10E+20
230	100	BR-noinf	75000	3	12.88888889	43	0	4.10319E+19
231	100	BR-noinf	1.00E+05	-0.5	35.83333333	172.6111111	788	1.30E+23
232	100	BR-noinf	1.00E+05	-0.25	33.72222222	162.2777778	788	7.30E+22
233	100	BR-noinf	1.00E+05	0	31.44444444	151.3333333	788	4.10E+22
234	100	BR-noinf	1.00E+05	0.25	29.55555556	141.2222222	788	2.31E+22
235	100	BR-noinf	1.00E+05	0.5	28.11111111	130.7777778	788	1.30E+22
236	100	BR-noinf	1.00E+05	0.75	26.11111111	119.2222222	788	7.30E+21
237	100	BR-noinf	1.00E+05	1	24.88888889	109.4444444	788	4.10E+21
238	100	BR-noinf	1.00E+05	1.5	21.66666667	90	788	1.30E+21
239	100	BR-noinf	1.00E+05	2	18.16666667	71.5	788	4.10E+20
240	100	BR-noinf	1.00E+05	3	12.88888889	42.83333333	0	4.10319E+19
241	95	BR-noinf	0	-0.5	29.11111111	152.8888889	939	4.10E+22
242	95	BR-noinf	0	-0.25	29.11111111	152.8888889	939	4.10E+22
243	95	BR-noinf	0	0	29.11111111	152.8888889	939	4.10E+22
244	95	BR-noinf	0	0.25	29.11111111	152.8888889	939	4.10E+22
245	95	BR-noinf	0	0.5	29.11111111	152.8888889	939	4.10E+22
246	95	BR-noinf	0	0.75	29.11111111	152.8888889	939	4.10E+22
247	95	BR-noinf	0	1	29.11111111	152.8888889	939	4.10E+22
248	95	BR-noinf	0	1.5	29.11111111	152.8888889	939	4.10E+22
249	95	BR-noinf	0	2	29.11111111	152.8888889	939	4.10E+22
250	95	BR-noinf	0	3	29.11111111	152.8888889	939	4.10E+22
251	95	BR-noinf	100	-0.5	43.66666667	172.5555556	939	4.18E+22
252	95	BR-noinf	100	-0.25	42.72222222	164.8888889	939	4.13E+22
253	95	BR-noinf	100	0	41.94444444	157.7222222	939	4.10E+22
254	95	BR-noinf	100	0.25	41.5	151.8333333	939	4.09E+22
255	95	BR-noinf	100	0.5	41.22222222	147.2222222	939	4.08E+22
256	95	BR-noinf	100	0.75	41.05555556	143.1111111	939	4.07E+22
257	95	BR-noinf	100	1	40.88888889	139.1666667	939	4.07E+22
258	95	BR-noinf	100	1.5	40.5	134.8888889	939	4.07E+22
259	95	BR-noinf	100	2	40.22222222	133.3888889	939	4.07E+22
260	95	BR-noinf	100	3	38.44444444	131.5	939	4.07E+22
261	95	BR-noinf	500	-0.5	47.27777778	178	939	4.65E+22
262	95	BR-noinf	500	-0.25	45.88888889	168.2222222	939	4.30E+22
263	95	BR-noinf	500	0	45	158.1666667	939	4.10E+22
264	95	BR-noinf	500	0.25	44.55555556	148.8333333	939	3.99E+22
265	95	BR-noinf	500	0.5	44.05555556	139.3888889	939	3.93E+22
266	95	BR-noinf	500	0.75	43.38888889	131.3888889	939	3.90E+22
267	95	BR-noinf	500	1	42.66666667	123.5555556	939	3.88E+22
268	95	BR-noinf	500	1.5	41.83333333	114	939	3.86E+22
269	95	BR-noinf	500	2	40.66666667	109.7222222	939	3.86E+22
270	95	BR-noinf	500	3	37.61111111	106.2777778	939	3.85E+22
271	95	BR-noinf	1000	-0.5	45.16666667	175.6111111	939	4.98E+22
272	95	BR-noinf	1000	-0.25	43.5	165.3888889	939	4.42E+22
273	95	BR-noinf	1000	0	42.33333333	155.1111111	939	4.10E+22
274	95	BR-noinf	1000	0.25	41.44444444	145.6666667	939	3.92E+22
275	95	BR-noinf	1000	0.5	40.66666667	135.8333333	939	3.82E+22
276	95	BR-noinf	1000	0.75	39.77777778	127.2222222	939	3.77E+22
277	95	BR-noinf	1000	1	38.94444444	119.1111111	939	3.74E+22
278	95	BR-noinf	1000	1.5	37.61111111	109.2777778	939	3.71E+22
279	95	BR-noinf	1000	2	35.83333333	104.6111111	939	3.70E+22
280	95	BR-noinf	1000	3	32.94444444	101.1666667	938	3.70E+22
281	95	BR-noinf	2500	-0.5	42.94444444	174.1111111	939	5.62E+22
282	95	BR-noinf	2500	-0.25	41.05555556	163.6111111	939	4.65E+22
283	95	BR-noinf	2500	0	39.44444444	153.2222222	939	4.10E+22
284	95	BR-noinf	2500	0.25	38.27777778	143.7777778	939	3.80E+22
285	95	BR-noinf	2500	0.5	37.27777778	133.8888889	939	3.62E+22
286	95	BR-noinf	2500	0.75	36.11111111	125.1111111	939	3.53E+22
287	95	BR-noinf	2500	1	34.77777778	116.9444444	939	3.47E+22
288	95	BR-noinf	2500	1.5	33.22222222	106.9444444	939	3.42E+22
289	95	BR-noinf	2500	2	31.44444444	102.5	939	3.41E+22
290	95	BR-noinf	2500	3	28.66666667	99.5	938	3.40E+22
291	95	BR-noinf	5000	-0.5	40.88888889	173.8888889	939	6.76E+22
292	95	BR-noinf	5000	-0.25	38.77777778	163.5	939	5.06E+22
293	95	BR-noinf	5000	0	37.11111111	153.1111111	939	4.10E+22
294	95	BR-noinf	5000	0.25	35.83333333	143.7222222	939	3.57E+22
295	95	BR-noinf	5000	0.5	34.5	133.8888889	939	3.26E+22
296	95	BR-noinf	5000	0.75	33.16666667	125.1111111	939	3.09E+22
297	95	BR-noinf	5000	1	31.77777778	116.8888889	939	3.00E+22
298	95	BR-noinf	5000	1.5	30.22222222	106.9444444	939	2.91E+22
299	95	BR-noinf	5000	2	28.38888889	102.5	939	2.89E+22
300	95	BR-noinf	5000	3	25.88888889	99.5	938	2.88E+22
301	95	BR-noinf	7500	-0.5	39.5	173.8888889	939	7.87E+22
302	95	BR-noinf	7500	-0.25	37.5	163.5	939	5.46E+22
303	95	BR-noinf	7500	0	35.66666667	153.1111111	939	4.10E+22
304	95	BR-noinf	7500	0.25	34.22222222	143.7777778	939	3.34E+22
305	95	BR-noinf	7500	0.5	32.83333333	133.9444444	939	2.91E+22
306	95	BR-noinf	7500	0.75	31.11111111	125.1666667	939	2.67E+22
307	95	BR-noinf	7500	1	29.83333333	116.9444444	939	2.54E+22
308	95	BR-noinf	7500	1.5	28.16666667	107	939	2.42E+22
309	95	BR-noinf	7500	2	26.83333333	102.5555556	939	2.38E+22
310	95	BR-noinf	7500	3	24.44444444	99.55555556	938	2.36E+22
311	95	BR-noinf	10000	-0.5	38.38888889	173.8888889	939	8.95E+22
312	95	BR-noinf	10000	-0.25	36.33333333	163.5	939	5.85E+22
313	95	BR-noinf	10000	0	34.38888889	153.1111111	939	4.10E+22
314	95	BR-noinf	10000	0.25	33	143.8333333	939	3.12E+22
315	95	BR-noinf	10000	0.5	31.55555556	134	939	2.57E+22
316	95	BR-noinf	10000	0.75	29.88888889	125.2222222	939	2.26E+22
317	95	BR-noinf	10000	1	28.72222222	117	939	2.09E+22
318	95	BR-noinf	10000	1.5	27.16666667	107.0555556	939	1.93E+22
319	95	BR-noinf	10000	2	25.55555556	102.6111111	938	1.88E+22
320	95	BR-noinf	10000	3	23.88888889	99.61111111	938	1.86E+22
321	95	BR-noinf	25000	-0.5	36.44444444	173.8333333	939	1.25E+23
322	95	BR-noinf	25000	-0.25	34.22222222	163.5	939	7.14E+22
323	95	BR-noinf	25000	0	32.22222222	153.1111111	939	4.10E+22
324	95	BR-noinf	25000	0.25	30.72222222	143.8333333	939	2.40E+22
325	95	BR-noinf	25000	0.5	29.16666667	134.0555556	939	1.44E+22
326	95	BR-noinf	25000	0.75	27.66666667	125.3333333	939	9.00E+21
327	95	BR-noinf	25000	1	26.38888889	117.1111111	939	5.97E+21
328	95	BR-noinf	25000	1.5	25.11111111	107.2222222	939	3.30E+21
329	95	BR-noinf	25000	2	23.72222222	102.7777778	939	2.46E+21
330	95	BR-noinf	25000	3	22.77777778	99.77777778	938	2.11E+21
331	95	BR-noinf	50000	-0.5	35.94444444	173.8333333	939	1.25E+23
332	95	BR-noinf	50000	-0.25	33.72222222	163.5	939	7.14E+22
333	95	BR-noinf	50000	0	31.61111111	153.1111111	939	4.10E+22
334	95	BR-noinf	50000	0.25	30.05555556	143.8333333	939	2.40E+22
335	95	BR-noinf	50000	0.5	28.44444444	134.0555556	939	1.44E+22
336	95	BR-noinf	50000	0.75	26.88888889	125.3333333	939	8.98E+21
337	95	BR-noinf	50000	1	25.61111111	117.1111111	939	5.95E+21
338	95	BR-noinf	50000	1.5	24.33333333	107.2222222	939	3.28E+21
339	95	BR-noinf	50000	2	23.16666667	102.7777778	939	2.44E+21
340	95	BR-noinf	50000	3	22.44444444	99.77777778	939	2.09E+21
341	95	BR-noinf	75000	-0.5	35.83333333	173.8333333	939	1.25E+23
342	95	BR-noinf	75000	-0.25	33.72222222	163.5	939	7.14E+22
343	95	BR-noinf	75000	0	31.61111111	153.1111111	939	4.10E+22
344	95	BR-noinf	75000	0.25	30	143.8333333	939	2.40E+22
345	95	BR-noinf	75000	0.5	28.5	134.0555556	939	1.44E+22
346	95	BR-noinf	75000	0.75	26.94444444	125.3333333	939	8.98E+21
347	95	BR-noinf	75000	1	25.66666667	117.1111111	939	5.95E+21
348	95	BR-noinf	75000	1.5	24.44444444	107.2222222	939	3.28E+21
349	95	BR-noinf	75000	2	23.22222222	102.7777778	939	2.44E+21
350	95	BR-noinf	75000	3	22.55555556	99.77777778	939	2.09E+21
351	95	BR-noinf	1.00E+05	-0.5	35.77777778	173.8333333	939	1.25E+23
352	95	BR-noinf	1.00E+05	-0.25	33.72222222	163.5	939	7.14E+22
353	95	BR-noinf	1.00E+05	0	31.61111111	153.1111111	939	4.10E+22
354	95	BR-noinf	1.00E+05	0.25	30	143.9444444	939	2.40E+22
355	95	BR-noinf	1.00E+05	0.5	28.5	134.1666667	939	1.44E+22
356	95	BR-noinf	1.00E+05	0.75	26.94444444	125.4444444	939	8.98E+21
357	95	BR-noinf	1.00E+05	1	25.66666667	117.2222222	939	5.95E+21
358	95	BR-noinf	1.00E+05	1.5	24.44444444	107.3333333	939	3.28E+21
359	95	BR-noinf	1.00E+05	2	23.27777778	102.8888889	939	2.44E+21
360	95	BR-noinf	1.00E+05	3	22.61111111	99.88888889	939	2.09E+21
361	90	BR-noinf	0	-0.5	29.11111111	152.8888889	939	4.10E+22
362	90	BR-noinf	0	-0.25	29.11111111	152.8888889	939	4.10E+22
363	90	BR-noinf	0	0	29.11111111	152.8888889	939	4.10E+22
364	90	BR-noinf	0	0.25	29.11111111	152.8888889	939	4.10E+22
365	90	BR-noinf	0	0.5	29.11111111	152.8888889	939	4.10E+22
366	90	BR-noinf	0	0.75	29.11111111	152.8888889	939	4.10E+22
367	90	BR-noinf	0	1	29.11111111	152.8888889	939	4.10E+22
368	90	BR-noinf	0	1.5	29.11111111	152.8888889	939	4.10E+22
369	90	BR-noinf	0	2	29.11111111	152.8888889	939	4.10E+22
370	90	BR-noinf	0	3	29.11111111	152.8888889	939	4.10E+22
371	90	BR-noinf	100	-0.5	44	172.8333333	939	4.18E+22
372	90	BR-noinf	100	-0.25	43.16666667	165.0555556	939	4.13E+22
373	90	BR-noinf	100	0	42.44444444	158.1666667	939	4.10E+22
374	90	BR-noinf	100	0.25	41.94444444	152.8333333	939	4.09E+22
375	90	BR-noinf	100	0.5	41.72222222	148.2222222	939	4.08E+22
376	90	BR-noinf	100	0.75	41.5	144.8888889	939	4.07E+22
