pct.rtd	SCM	num.SCMs	log.rem	wet.exceedances	dry.exceedances	GM.exceedances	mass.load	
377	90	BR-noinf	100	1	41.44444444	141.8333333	939	4.07E+22
378	90	BR-noinf	100	1.5	41.11111111	138.2777778	939	4.07E+22
379	90	BR-noinf	100	2	40.88888889	136.8333333	939	4.07E+22
380	90	BR-noinf	100	3	39.44444444	135.8888889	939	4.07E+22
381	90	BR-noinf	500	-0.5	47.05555556	178.1111111	939	4.63E+22
382	90	BR-noinf	500	-0.25	45.66666667	168.4444444	939	4.29E+22
383	90	BR-noinf	500	0	44.77777778	158.8333333	939	4.10E+22
384	90	BR-noinf	500	0.25	44.33333333	150.5	939	4.00E+22
385	90	BR-noinf	500	0.5	43.88888889	141.5555556	939	3.94E+22
386	90	BR-noinf	500	0.75	43.44444444	135.2222222	939	3.90E+22
387	90	BR-noinf	500	1	42.66666667	128.9444444	939	3.88E+22
388	90	BR-noinf	500	1.5	41.66666667	122.2222222	939	3.87E+22
389	90	BR-noinf	500	2	40.77777778	119.2777778	939	3.86E+22
390	90	BR-noinf	500	3	37.83333333	117.6666667	939	3.86E+22
391	90	BR-noinf	1000	-0.5	45.11111111	174.7777778	939	4.97E+22
392	90	BR-noinf	1000	-0.25	43.44444444	164.6666667	939	4.42E+22
393	90	BR-noinf	1000	0	42.22222222	154.7777778	939	4.10E+22
394	90	BR-noinf	1000	0.25	41.38888889	146.2222222	939	3.93E+22
395	90	BR-noinf	1000	0.5	40.61111111	137.1111111	939	3.83E+22
396	90	BR-noinf	1000	0.75	40	130.2222222	939	3.77E+22
397	90	BR-noinf	1000	1	39.16666667	123.8888889	939	3.74E+22
398	90	BR-noinf	1000	1.5	37.77777778	117	939	3.71E+22
399	90	BR-noinf	1000	2	36.44444444	114.1111111	939	3.70E+22
400	90	BR-noinf	1000	3	33.83333333	112.3333333	939	3.70E+22
401	90	BR-noinf	2500	-0.5	42.88888889	173.5	939	5.60E+22
402	90	BR-noinf	2500	-0.25	41	163.1666667	939	4.64E+22
403	90	BR-noinf	2500	0	39.27777778	153.1666667	939	4.10E+22
404	90	BR-noinf	2500	0.25	38.27777778	144.6666667	939	3.80E+22
405	90	BR-noinf	2500	0.5	37.33333333	135.5	939	3.63E+22
406	90	BR-noinf	2500	0.75	36.5	128.6111111	939	3.53E+22
407	90	BR-noinf	2500	1	35.16666667	122.1111111	939	3.48E+22
408	90	BR-noinf	2500	1.5	33.5	115	939	3.43E+22
409	90	BR-noinf	2500	2	31.94444444	112.1111111	939	3.42E+22
410	90	BR-noinf	2500	3	29.5	110.9444444	939	3.41E+22
411	90	BR-noinf	5000	-0.5	40.72222222	173.3888889	939	6.74E+22
412	90	BR-noinf	5000	-0.25	38.66666667	163.1111111	939	5.05E+22
413	90	BR-noinf	5000	0	37	153.1111111	939	4.10E+22
414	90	BR-noinf	5000	0.25	35.72222222	144.6666667	939	3.57E+22
415	90	BR-noinf	5000	0.5	34.61111111	135.5	939	3.27E+22
416	90	BR-noinf	5000	0.75	33.5	128.6111111	939	3.10E+22
417	90	BR-noinf	5000	1	32.16666667	122.1111111	939	3.01E+22
418	90	BR-noinf	5000	1.5	30.66666667	115.1111111	939	2.92E+22
419	90	BR-noinf	5000	2	29.33333333	112.2222222	939	2.90E+22
420	90	BR-noinf	5000	3	27.16666667	111.0555556	939	2.89E+22
421	90	BR-noinf	7500	-0.5	39.27777778	173.3888889	939	7.84E+22
422	90	BR-noinf	7500	-0.25	37.27777778	163.1111111	939	5.45E+22
423	90	BR-noinf	7500	0	35.44444444	153.1111111	939	4.10E+22
424	90	BR-noinf	7500	0.25	34.16666667	144.7222222	939	3.35E+22
425	90	BR-noinf	7500	0.5	32.94444444	135.5555556	939	2.92E+22
426	90	BR-noinf	7500	0.75	31.38888889	128.6666667	939	2.68E+22
427	90	BR-noinf	7500	1	30.22222222	122.1666667	939	2.55E+22
428	90	BR-noinf	7500	1.5	28.83333333	115.1666667	939	2.43E+22
429	90	BR-noinf	7500	2	27.94444444	112.2777778	939	2.39E+22
430	90	BR-noinf	7500	3	26.16666667	111.1111111	939	2.38E+22
431	90	BR-noinf	10000	-0.5	38.22222222	173.3333333	939	8.92E+22
432	90	BR-noinf	10000	-0.25	36.05555556	163.1111111	939	5.84E+22
433	90	BR-noinf	10000	0	34.11111111	153.1111111	939	4.10E+22
434	90	BR-noinf	10000	0.25	32.88888889	144.7777778	939	3.13E+22
435	90	BR-noinf	10000	0.5	31.66666667	135.6111111	939	2.58E+22
436	90	BR-noinf	10000	0.75	30.33333333	128.7222222	939	2.27E+22
437	90	BR-noinf	10000	1	29.22222222	122.2222222	939	2.10E+22
438	90	BR-noinf	10000	1.5	27.77777778	115.2222222	939	1.95E+22
439	90	BR-noinf	10000	2	26.77777778	112.3333333	939	1.90E+22
440	90	BR-noinf	10000	3	25.5	111.1666667	939	1.88E+22
441	90	BR-noinf	25000	-0.5	36.44444444	173.3333333	939	1.21E+23
442	90	BR-noinf	25000	-0.25	34.22222222	163.1111111	939	6.98E+22
443	90	BR-noinf	25000	0	32.11111111	153.1111111	939	4.10E+22
444	90	BR-noinf	25000	0.25	30.72222222	144.7777778	939	2.49E+22
445	90	BR-noinf	25000	0.5	29.27777778	135.6666667	939	1.58E+22
446	90	BR-noinf	25000	0.75	28.11111111	128.7777778	939	1.07E+22
447	90	BR-noinf	25000	1	27	122.3333333	939	7.81E+21
448	90	BR-noinf	25000	1.5	25.77777778	115.3333333	939	5.29E+21
449	90	BR-noinf	25000	2	25	112.4444444	939	4.49E+21
450	90	BR-noinf	25000	3	24.44444444	111.2777778	939	4.16E+21
451	90	BR-noinf	50000	-0.5	35.94444444	173.3333333	939	1.21E+23
452	90	BR-noinf	50000	-0.25	33.72222222	163.1111111	939	6.98E+22
453	90	BR-noinf	50000	0	31.61111111	153.1111111	939	4.10E+22
454	90	BR-noinf	50000	0.25	30.16666667	144.7777778	939	2.49E+22
455	90	BR-noinf	50000	0.5	28.77777778	135.6666667	939	1.58E+22
456	90	BR-noinf	50000	0.75	27.61111111	128.7777778	939	1.07E+22
457	90	BR-noinf	50000	1	26.38888889	122.3333333	939	7.80E+21
458	90	BR-noinf	50000	1.5	25.16666667	115.3333333	939	5.27E+21
459	90	BR-noinf	50000	2	24.55555556	112.4444444	939	4.47E+21
460	90	BR-noinf	50000	3	24.11111111	111.2777778	939	4.14E+21
461	90	BR-noinf	75000	-0.5	35.83333333	173.3333333	939	1.21E+23
462	90	BR-noinf	75000	-0.25	33.72222222	163.1111111	939	6.98E+22
463	90	BR-noinf	75000	0	31.61111111	153.1111111	939	4.10E+22
464	90	BR-noinf	75000	0.25	30.11111111	144.7777778	939	2.49E+22
465	90	BR-noinf	75000	0.5	28.83333333	135.6666667	939	1.58E+22
466	90	BR-noinf	75000	0.75	27.66666667	128.7777778	939	1.07E+22
467	90	BR-noinf	75000	1	26.44444444	122.3333333	939	7.80E+21
468	90	BR-noinf	75000	1.5	25.22222222	115.3333333	939	5.27E+21
469	90	BR-noinf	75000	2	24.66666667	112.4444444	939	4.47E+21
470	90	BR-noinf	75000	3	24.22222222	111.2777778	939	4.14E+21
471	90	BR-noinf	1.00E+05	-0.5	35.77777778	173.3333333	939	1.21E+23
472	90	BR-noinf	1.00E+05	-0.25	33.72222222	163.1111111	939	6.98E+22
473	90	BR-noinf	1.00E+05	0	31.61111111	153.1111111	939	4.10E+22
474	90	BR-noinf	1.00E+05	0.25	30.11111111	144.8888889	939	2.49E+22
475	90	BR-noinf	1.00E+05	0.5	28.83333333	135.7777778	939	1.58E+22
476	90	BR-noinf	1.00E+05	0.75	27.66666667	128.8888889	939	1.07E+22
477	90	BR-noinf	1.00E+05	1	26.44444444	122.4444444	939	7.80E+21
478	90	BR-noinf	1.00E+05	1.5	25.22222222	115.4444444	939	5.27E+21
479	90	BR-noinf	1.00E+05	2	24.66666667	112.5555556	939	4.47E+21
480	90	BR-noinf	1.00E+05	3	24.22222222	111.3888889	939	4.14E+21
481	75	BR-noinf	0	-0.5	29.11111111	152.8888889	939	4.10E+22
482	75	BR-noinf	0	-0.25	29.11111111	152.8888889	939	4.10E+22
483	75	BR-noinf	0	0	29.11111111	152.8888889	939	4.10E+22
484	75	BR-noinf	0	0.25	29.11111111	152.8888889	939	4.10E+22
485	75	BR-noinf	0	0.5	29.11111111	152.8888889	939	4.10E+22
486	75	BR-noinf	0	0.75	29.11111111	152.8888889	939	4.10E+22
487	75	BR-noinf	0	1	29.11111111	152.8888889	939	4.10E+22
488	75	BR-noinf	0	1.5	29.11111111	152.8888889	939	4.10E+22
489	75	BR-noinf	0	2	29.11111111	152.8888889	939	4.10E+22
490	75	BR-noinf	0	3	29.11111111	152.8888889	939	4.10E+22
491	75	BR-noinf	100	-0.5	45.22222222	173	939	4.18E+22
492	75	BR-noinf	100	-0.25	44.27777778	165.1111111	939	4.13E+22
493	75	BR-noinf	100	0	43.77777778	159.0555556	939	4.10E+22
494	75	BR-noinf	100	0.25	43.16666667	154.2222222	939	4.09E+22
495	75	BR-noinf	100	0.5	43.05555556	150.1111111	939	4.08E+22
496	75	BR-noinf	100	0.75	42.88888889	147.6666667	939	4.07E+22
497	75	BR-noinf	100	1	42.77777778	146.1666667	939	4.07E+22
498	75	BR-noinf	100	1.5	42.55555556	144.2222222	939	4.07E+22
499	75	BR-noinf	100	2	42.16666667	143.7777778	939	4.07E+22
500	75	BR-noinf	100	3	40.5	143	939	4.07E+22
501	75	BR-noinf	500	-0.5	46.27777778	174	939	4.60E+22
502	75	BR-noinf	500	-0.25	44.77777778	164.6111111	939	4.28E+22
503	75	BR-noinf	500	0	43.83333333	156.4444444	939	4.10E+22
504	75	BR-noinf	500	0.25	43.44444444	149.6666667	939	4.00E+22
505	75	BR-noinf	500	0.5	43	143.3333333	939	3.95E+22
506	75	BR-noinf	500	0.75	42.77777778	139.0555556	939	3.91E+22
507	75	BR-noinf	500	1	42.44444444	136.5	939	3.90E+22
508	75	BR-noinf	500	1.5	41.66666667	133.2222222	939	3.88E+22
509	75	BR-noinf	500	2	40.77777778	131.8333333	939	3.88E+22
510	75	BR-noinf	500	3	38.11111111	130.6111111	939	3.87E+22
511	75	BR-noinf	1000	-0.5	44.61111111	172.1666667	939	4.93E+22
512	75	BR-noinf	1000	-0.25	42.94444444	162.5	939	4.40E+22
513	75	BR-noinf	1000	0	41.77777778	154.1111111	939	4.10E+22
514	75	BR-noinf	1000	0.25	41	147.2222222	939	3.94E+22
515	75	BR-noinf	1000	0.5	40.38888889	140.8333333	939	3.84E+22
516	75	BR-noinf	1000	0.75	40.11111111	136.4444444	939	3.79E+22
517	75	BR-noinf	1000	1	39.66666667	133.7222222	939	3.76E+22
518	75	BR-noinf	1000	1.5	38.61111111	130.3888889	939	3.73E+22
519	75	BR-noinf	1000	2	37.27777778	128.9444444	939	3.73E+22
520	75	BR-noinf	1000	3	34.72222222	128.1111111	939	3.72E+22
521	75	BR-noinf	2500	-0.5	42	171.3888889	939	5.55E+22
522	75	BR-noinf	2500	-0.25	40.22222222	161.6111111	939	4.62E+22
523	75	BR-noinf	2500	0	38.72222222	153.1111111	939	4.10E+22
524	75	BR-noinf	2500	0.25	37.72222222	146.2222222	939	3.81E+22
525	75	BR-noinf	2500	0.5	36.72222222	139.8333333	939	3.65E+22
526	75	BR-noinf	2500	0.75	36.38888889	135.4444444	939	3.55E+22
527	75	BR-noinf	2500	1	35.77777778	132.7777778	939	3.50E+22
528	75	BR-noinf	2500	1.5	34.61111111	129.4444444	939	3.46E+22
529	75	BR-noinf	2500	2	32.88888889	128.1666667	939	3.44E+22
530	75	BR-noinf	2500	3	30.94444444	127.4444444	939	3.44E+22
531	75	BR-noinf	5000	-0.5	39.88888889	171.2777778	939	6.67E+22
532	75	BR-noinf	5000	-0.25	37.94444444	161.5	939	5.03E+22
533	75	BR-noinf	5000	0	36.33333333	153.1111111	939	4.10E+22
534	75	BR-noinf	5000	0.25	35.33333333	146.3333333	939	3.58E+22
535	75	BR-noinf	5000	0.5	34.38888889	139.9444444	939	3.29E+22
536	75	BR-noinf	5000	0.75	33.5	135.5555556	939	3.13E+22
537	75	BR-noinf	5000	1	32.77777778	132.8888889	939	3.04E+22
538	75	BR-noinf	5000	1.5	31.77777778	129.6111111	939	2.95E+22
539	75	BR-noinf	5000	2	30.44444444	128.3333333	939	2.93E+22
540	75	BR-noinf	5000	3	28.55555556	127.6111111	939	2.92E+22
541	75	BR-noinf	7500	-0.5	38.16666667	171.2777778	939	7.76E+22
542	75	BR-noinf	7500	-0.25	36.22222222	161.5	939	5.42E+22
543	75	BR-noinf	7500	0	34.55555556	153.1111111	939	4.10E+22
544	75	BR-noinf	7500	0.25	33.44444444	146.3333333	939	3.36E+22
545	75	BR-noinf	7500	0.5	32.61111111	139.9444444	939	2.95E+22
546	75	BR-noinf	7500	0.75	31.55555556	135.5555556	939	2.71E+22
547	75	BR-noinf	7500	1	31.11111111	132.8888889	939	2.58E+22
548	75	BR-noinf	7500	1.5	30.11111111	129.6111111	939	2.47E+22
549	75	BR-noinf	7500	2	29.05555556	128.3333333	939	2.43E+22
550	75	BR-noinf	7500	3	27.94444444	127.6111111	939	2.41E+22
551	75	BR-noinf	10000	-0.5	37.55555556	171.2222222	939	8.78E+22
552	75	BR-noinf	10000	-0.25	35.55555556	161.5	939	5.79E+22
553	75	BR-noinf	10000	0	33.72222222	153.1111111	939	4.10E+22
554	75	BR-noinf	10000	0.25	32.55555556	146.3333333	939	3.16E+22
555	75	BR-noinf	10000	0.5	31.72222222	140.0555556	939	2.63E+22
556	75	BR-noinf	10000	0.75	30.94444444	135.6666667	939	2.33E+22
557	75	BR-noinf	10000	1	30.38888889	133	939	2.16E+22
558	75	BR-noinf	10000	1.5	29.55555556	129.7222222	939	2.01E+22
559	75	BR-noinf	10000	2	28.44444444	128.4444444	939	1.96E+22
560	75	BR-noinf	10000	3	27.61111111	127.7222222	939	1.94E+22
561	75	BR-noinf	25000	-0.5	35.72222222	171.2222222	939	1.08E+23
562	75	BR-noinf	25000	-0.25	33.61111111	161.5	939	6.50E+22
563	75	BR-noinf	25000	0	31.83333333	153.1111111	939	4.10E+22
564	75	BR-noinf	25000	0.25	30.61111111	146.3333333	939	2.76E+22
565	75	BR-noinf	25000	0.5	29.72222222	140.0555556	939	2.00E+22
566	75	BR-noinf	25000	0.75	28.94444444	135.6666667	939	1.57E+22
567	75	BR-noinf	25000	1	28.61111111	133	939	1.33E+22
568	75	BR-noinf	25000	1.5	27.94444444	129.7222222	939	1.12E+22
569	75	BR-noinf	25000	2	27.16666667	128.5	939	1.06E+22
570	75	BR-noinf	25000	3	26.72222222	127.7777778	939	1.03E+22
571	75	BR-noinf	50000	-0.5	35.38888889	171.2222222	939	1.08E+23
572	75	BR-noinf	50000	-0.25	33.44444444	161.5	939	6.50E+22
573	75	BR-noinf	50000	0	31.66666667	153.1111111	939	4.10E+22
574	75	BR-noinf	50000	0.25	30.44444444	146.3333333	939	2.76E+22
575	75	BR-noinf	50000	0.5	29.44444444	140.0555556	939	2.00E+22
576	75	BR-noinf	50000	0.75	28.77777778	135.6666667	939	1.57E+22
577	75	BR-noinf	50000	1	28.44444444	133	939	1.33E+22
578	75	BR-noinf	50000	1.5	27.83333333	129.7222222	939	1.12E+22
579	75	BR-noinf	50000	2	27.05555556	128.5	939	1.06E+22
580	75	BR-noinf	50000	3	26.61111111	127.7777778	939	1.03E+22
581	75	BR-noinf	75000	-0.5	35.38888889	171.2222222	939	1.08E+23
582	75	BR-noinf	75000	-0.25	33.44444444	161.5	939	6.50E+22
583	75	BR-noinf	75000	0	31.66666667	153.1111111	939	4.10E+22
584	75	BR-noinf	75000	0.25	30.44444444	146.4444444	939	2.76E+22
585	75	BR-noinf	75000	0.5	29.44444444	140.1666667	939	2.00E+22
586	75	BR-noinf	75000	0.75	28.83333333	135.7777778	939	1.57E+22
587	75	BR-noinf	75000	1	28.5	133.1111111	939	1.33E+22
588	75	BR-noinf	75000	1.5	27.88888889	129.8333333	939	1.12E+22
589	75	BR-noinf	75000	2	27.16666667	128.6111111	939	1.06E+22
590	75	BR-noinf	75000	3	26.72222222	127.8888889	939	1.03E+22
591	75	BR-noinf	1.00E+05	-0.5	35.38888889	171.2222222	939	1.08E+23
592	75	BR-noinf	1.00E+05	-0.25	33.44444444	161.5	939	6.50E+22
593	75	BR-noinf	1.00E+05	0	31.66666667	153.1111111	939	4.10E+22
594	75	BR-noinf	1.00E+05	0.25	30.44444444	146.4444444	939	2.76E+22
595	75	BR-noinf	1.00E+05	0.5	29.44444444	140.1666667	939	2.00E+22
596	75	BR-noinf	1.00E+05	0.75	28.83333333	135.7777778	939	1.57E+22
597	75	BR-noinf	1.00E+05	1	28.5	133.1111111	939	1.33E+22
598	75	BR-noinf	1.00E+05	1.5	27.88888889	129.8333333	939	1.12E+22
599	75	BR-noinf	1.00E+05	2	27.16666667	128.6111111	939	1.06E+22
600	75	BR-noinf	1.00E+05	3	26.72222222	127.8888889	939	1.03E+22
601	50	BR-noinf	0	-0.5	29.11111111	152.8888889	939	4.10E+22
602	50	BR-noinf	0	-0.25	29.11111111	152.8888889	939	4.10E+22
603	50	BR-noinf	0	0	29.11111111	152.8888889	939	4.10E+22
604	50	BR-noinf	0	0.25	29.11111111	152.8888889	939	4.10E+22
605	50	BR-noinf	0	0.5	29.11111111	152.8888889	939	4.10E+22
606	50	BR-noinf	0	0.75	29.11111111	152.8888889	939	4.10E+22
607	50	BR-noinf	0	1	29.11111111	152.8888889	939	4.10E+22
608	50	BR-noinf	0	1.5	29.11111111	152.8888889	939	4.10E+22
609	50	BR-noinf	0	2	29.11111111	152.8888889	939	4.10E+22
610	50	BR-noinf	0	3	29.11111111	152.8888889	939	4.10E+22
611	50	BR-noinf	100	-0.5	46.66666667	171.5555556	939	4.24E+22
612	50	BR-noinf	100	-0.25	46	164.8333333	939	4.15E+22
613	50	BR-noinf	100	0	45.61111111	160	939	4.10E+22
614	50	BR-noinf	100	0.25	45.44444444	156.1111111	939	4.08E+22
615	50	BR-noinf	100	0.5	45.44444444	154.2777778	939	4.06E+22
616	50	BR-noinf	100	0.75	45.05555556	152.4444444	939	4.05E+22
617	50	BR-noinf	100	1	44.94444444	151.6111111	939	4.05E+22
618	50	BR-noinf	100	1.5	44.61111111	150.8333333	939	4.04E+22
619	50	BR-noinf	100	2	44.11111111	150.5	939	4.04E+22
620	50	BR-noinf	100	3	42.11111111	149.5	939	4.04E+22
621	50	BR-noinf	500	-0.5	44.27777778	168.6111111	939	4.55E+22
622	50	BR-noinf	500	-0.25	42.94444444	160.8333333	939	4.26E+22
623	50	BR-noinf	500	0	42.33333333	154.9444444	939	4.10E+22
624	50	BR-noinf	500	0.25	42	150.3333333	939	4.01E+22
625	50	BR-noinf	500	0.5	41.5	147.9444444	939	3.96E+22
626	50	BR-noinf	500	0.75	41.27777778	145.6111111	939	3.93E+22
627	50	BR-noinf	500	1	40.88888889	144.2777778	939	3.92E+22
628	50	BR-noinf	500	1.5	40.16666667	143.1666667	939	3.90E+22
629	50	BR-noinf	500	2	39.05555556	142.6111111	939	3.90E+22
630	50	BR-noinf	500	3	36.83333333	141.6111111	939	3.90E+22
631	50	BR-noinf	1000	-0.5	42.61111111	167.2777778	939	4.85E+22
632	50	BR-noinf	1000	-0.25	41.11111111	159.3333333	939	4.37E+22
633	50	BR-noinf	1000	0	40.27777778	153.3333333	939	4.10E+22
634	50	BR-noinf	1000	0.25	39.77777778	148.7222222	939	3.95E+22
635	50	BR-noinf	1000	0.5	39.16666667	146.2777778	939	3.87E+22
636	50	BR-noinf	1000	0.75	38.77777778	143.9444444	939	3.82E+22
637	50	BR-noinf	1000	1	38.38888889	142.6111111	939	3.79E+22
638	50	BR-noinf	1000	1.5	37.38888889	141.3888889	939	3.77E+22
639	50	BR-noinf	1000	2	36.16666667	140.9444444	939	3.76E+22
640	50	BR-noinf	1000	3	33.94444444	140.3333333	939	3.76E+22
641	50	BR-noinf	2500	-0.5	39.72222222	166.9444444	939	5.44E+22
642	50	BR-noinf	2500	-0.25	38.11111111	159.0555556	939	4.59E+22
643	50	BR-noinf	2500	0	37.11111111	153.1111111	939	4.10E+22
644	50	BR-noinf	2500	0.25	36.55555556	148.4444444	939	3.83E+22
645	50	BR-noinf	2500	0.5	35.88888889	146.1111111	939	3.68E+22
646	50	BR-noinf	2500	0.75	35.38888889	143.8333333	939	3.59E+22
647	50	BR-noinf	2500	1	34.88888889	142.5555556	939	3.55E+22
648	50	BR-noinf	2500	1.5	33.83333333	141.3888889	939	3.50E+22
649	50	BR-noinf	2500	2	32.5	140.9444444	939	3.49E+22
650	50	BR-noinf	2500	3	30.77777778	140.3888889	939	3.48E+22
651	50	BR-noinf	5000	-0.5	37.11111111	166.9444444	939	6.54E+22
652	50	BR-noinf	5000	-0.25	35.55555556	159.0555556	939	4.98E+22
653	50	BR-noinf	5000	0	34.44444444	153.1111111	939	4.10E+22
654	50	BR-noinf	5000	0.25	33.88888889	148.5	939	3.61E+22
655	50	BR-noinf	5000	0.5	33	146.1666667	939	3.33E+22
656	50	BR-noinf	5000	0.75	32.61111111	143.8888889	939	3.18E+22
657	50	BR-noinf	5000	1	32.22222222	142.6111111	939	3.09E+22
658	50	BR-noinf	5000	1.5	31.44444444	141.4444444	939	3.01E+22
659	50	BR-noinf	5000	2	30.61111111	141	939	2.99E+22
660	50	BR-noinf	5000	3	29.55555556	140.4444444	939	2.98E+22
661	50	BR-noinf	7500	-0.5	36	166.8888889	939	7.49E+22
662	50	BR-noinf	7500	-0.25	34.44444444	159.0555556	939	5.32E+22
663	50	BR-noinf	7500	0	33.27777778	153.1111111	939	4.10E+22
664	50	BR-noinf	7500	0.25	32.66666667	148.5	939	3.42E+22
665	50	BR-noinf	7500	0.5	32	146.1666667	939	3.03E+22
666	50	BR-noinf	7500	0.75	31.61111111	143.9444444	939	2.82E+22
667	50	BR-noinf	7500	1	31.27777778	142.6666667	939	2.70E+22
668	50	BR-noinf	7500	1.5	30.38888889	141.5555556	939	2.59E+22
669	50	BR-noinf	7500	2	29.66666667	141.1111111	939	2.55E+22
670	50	BR-noinf	7500	3	28.88888889	140.5555556	939	2.54E+22
671	50	BR-noinf	10000	-0.5	35.22222222	166.8888889	939	8.13E+22
672	50	BR-noinf	10000	-0.25	33.72222222	159.0555556	939	5.55E+22
673	50	BR-noinf	10000	0	32.55555556	153.1111111	939	4.10E+22
674	50	BR-noinf	10000	0.25	31.88888889	148.5	939	3.29E+22
675	50	BR-noinf	10000	0.5	31.16666667	146.1666667	939	2.83E+22
676	50	BR-noinf	10000	0.75	30.94444444	143.9444444	939	2.57E+22
677	50	BR-noinf	10000	1	30.66666667	142.6666667	939	2.43E+22
678	50	BR-noinf	10000	1.5	30	141.5555556	939	2.30E+22
679	50	BR-noinf	10000	2	29.44444444	141.1111111	939	2.26E+22
680	50	BR-noinf	10000	3	28.94444444	140.5555556	939	2.24E+22
681	50	BR-noinf	25000	-0.5	34.55555556	166.8888889	939	8.54E+22
682	50	BR-noinf	25000	-0.25	32.88888889	159.0555556	939	5.70E+22
683	50	BR-noinf	25000	0	31.66666667	153.1111111	939	4.10E+22
684	50	BR-noinf	25000	0.25	31.05555556	148.5	939	3.21E+22
685	50	BR-noinf	25000	0.5	30.27777778	146.1666667	939	2.70E+22
686	50	BR-noinf	25000	0.75	30.11111111	143.9444444	939	2.42E+22
687	50	BR-noinf	25000	1	29.83333333	142.6666667	939	2.26E+22
688	50	BR-noinf	25000	1.5	29.5	141.5555556	939	2.12E+22
689	50	BR-noinf	25000	2	28.94444444	141.1111111	939	2.07E+22
690	50	BR-noinf	25000	3	28.61111111	140.5555556	939	2.05E+22
691	50	BR-noinf	50000	-0.5	34.44444444	166.8888889	939	8.54E+22
692	50	BR-noinf	50000	-0.25	32.83333333	159.0555556	939	5.70E+22
693	50	BR-noinf	50000	0	31.55555556	153.1111111	939	4.10E+22
694	50	BR-noinf	50000	0.25	30.94444444	148.5555556	939	3.21E+22
695	50	BR-noinf	50000	0.5	30.27777778	146.2777778	939	2.70E+22
696	50	BR-noinf	50000	0.75	30	144.0555556	939	2.42E+22
697	50	BR-noinf	50000	1	29.77777778	142.7777778	939	2.26E+22
698	50	BR-noinf	50000	1.5	29.44444444	141.6666667	939	2.12E+22
699	50	BR-noinf	50000	2	28.88888889	141.2222222	939	2.07E+22
700	50	BR-noinf	50000	3	28.55555556	140.6666667	939	2.05E+22
701	50	BR-noinf	75000	-0.5	34.44444444	166.8888889	939	8.54E+22
702	50	BR-noinf	75000	-0.25	32.83333333	159.0555556	939	5.70E+22
703	50	BR-noinf	75000	0	31.55555556	153.1111111	939	4.10E+22
704	50	BR-noinf	75000	0.25	30.94444444	148.5555556	939	3.21E+22
705	50	BR-noinf	75000	0.5	30.27777778	146.2777778	939	2.70E+22
706	50	BR-noinf	75000	0.75	30	144.0555556	939	2.42E+22
707	50	BR-noinf	75000	1	29.77777778	142.7777778	939	2.26E+22
708	50	BR-noinf	75000	1.5	29.44444444	141.6666667	939	2.12E+22
709	50	BR-noinf	75000	2	28.88888889	141.2222222	939	2.07E+22
710	50	BR-noinf	75000	3	28.55555556	140.6666667	939	2.05E+22
711	50	BR-noinf	1.00E+05	-0.5	34.44444444	166.8888889	939	8.54E+22
712	50	BR-noinf	1.00E+05	-0.25	32.83333333	159.0555556	939	5.70E+22
713	50	BR-noinf	1.00E+05	0	31.55555556	153.1111111	939	4.10E+22
714	50	BR-noinf	1.00E+05	0.25	30.94444444	148.5555556	939	3.21E+22
715	50	BR-noinf	1.00E+05	0.5	30.27777778	146.2777778	939	2.70E+22
716	50	BR-noinf	1.00E+05	0.75	30	144.0555556	939	2.42E+22
717	50	BR-noinf	1.00E+05	1	29.77777778	142.7777778	939	2.26E+22
718	50	BR-noinf	1.00E+05	1.5	29.44444444	141.6666667	939	2.12E+22
719	50	BR-noinf	1.00E+05	2	28.88888889	141.2222222	939	2.07E+22
720	50	BR-noinf	1.00E+05	3	28.55555556	140.6666667	939	2.05E+22
721	25	BR-noinf	0	-0.5	29.11111111	152.8888889	939	4.10E+22
722	25	BR-noinf	0	-0.25	29.11111111	152.8888889	939	4.10E+22
723	25	BR-noinf	0	0	29.11111111	152.8888889	939	4.10E+22
724	25	BR-noinf	0	0.25	29.11111111	152.8888889	939	4.10E+22
725	25	BR-noinf	0	0.5	29.11111111	152.8888889	939	4.10E+22
726	25	BR-noinf	0	0.75	29.11111111	152.8888889	939	4.10E+22
727	25	BR-noinf	0	1	29.11111111	152.8888889	939	4.10E+22
728	25	BR-noinf	0	1.5	29.11111111	152.8888889	939	4.10E+22
729	25	BR-noinf	0	2	29.11111111	152.8888889	939	4.10E+22
730	25	BR-noinf	0	3	29.11111111	152.8888889	939	4.10E+22
731	25	BR-noinf	100	-0.5	45.55555556	165.2777778	939	4.26E+22
732	25	BR-noinf	100	-0.25	44.94444444	160.6666667	939	4.16E+22
733	25	BR-noinf	100	0	44.66666667	157.9444444	939	4.10E+22
734	25	BR-noinf	100	0.25	44.44444444	155.5555556	939	4.07E+22
735	25	BR-noinf	100	0.5	44.33333333	154.5	939	4.06E+22
736	25	BR-noinf	100	0.75	44	153.7222222	939	4.05E+22
737	25	BR-noinf	100	1	43.66666667	153.3888889	939	4.04E+22
738	25	BR-noinf	100	1.5	43.22222222	152.6666667	939	4.04E+22
739	25	BR-noinf	100	2	42.38888889	152.4444444	939	4.03E+22
740	25	BR-noinf	100	3	40	151.5555556	939	4.03E+22
741	25	BR-noinf	500	-0.5	41.5	161.1666667	939	4.48E+22
742	25	BR-noinf	500	-0.25	40.77777778	156.1666667	939	4.24E+22
743	25	BR-noinf	500	0	40.22222222	153.3333333	939	4.10E+22
